employee_key,employee_id,full_name,email,department,role,salary,years_experience,status,change_reason,valid_from,valid_to,is_current
561,EMP0255,Hanan Al Bloushi,hanan.al.bloushi@presight.ai,Digital,UX Designer,10651.0,3,Active,Initial appointment,2024-02-25,2025-06-12,False
562,EMP0255,Hanan Al Bloushi,hanan.al.bloushi@presight.ai,Digital,UX Designer,18660.0,3,Active,Promoted following review,2025-06-12,9999-12-31,True
563,EMP0256,Yusuf Mansour,yusuf.mansour@presight.ai,HR,HR Analyst,32936.0,12,Active,Initial appointment,2014-05-18,2017-02-06,False
564,EMP0256,Yusuf Mansour,yusuf.mansour@presight.ai,HR,HR Analyst,34667.0,12,Active,Promoted following review,2017-02-06,2020-02-16,False
565,EMP0256,Yusuf Mansour,yusuf.mansour@presight.ai,HR,HR Analyst,45404.0,12,Active,Promoted following review,2020-02-16,9999-12-31,True
566,EMP0257,Khalifa Al Dhaheri,khalifa.al.dhaheri@presight.ai,HR,Lead Data Engineer,10022.0,2,Active,Initial appointment,2024-09-19,2025-03-20,False
567,EMP0257,Khalifa Al Dhaheri,khalifa.al.dhaheri@presight.ai,HR,Lead Data Engineer,11947.0,2,Active,Project completion bonus integration,2025-03-20,2025-04-05,False
568,EMP0257,Khalifa Al Dhaheri,khalifa.al.dhaheri@presight.ai,HR,Lead Data Engineer,13312.0,2,Active,Promoted following review,2025-04-05,2025-06-12,False
569,EMP0257,Khalifa Al Dhaheri,khalifa.al.dhaheri@presight.ai,HR,Lead Data Engineer,14033.0,2,Active,Promoted following review,2025-06-12,9999-12-31,True
570,EMP0258,Daniel Rivera,daniel.rivera@presight.ai,Digital,Senior Data Engineer,19812.0,6,Active,Initial appointment,2020-02-23,2022-09-01,False
571,EMP0258,Daniel Rivera,daniel.rivera@presight.ai,Digital,Senior Data Engineer,29093.0,6,Active,Project completion bonus integration,2022-09-01,9999-12-31,True
572,EMP0259,Min Krishnan,min.krishnan@presight.ai,Operations,Supply Chain Analyst,35326.0,6,Active,Hire - Initial Appointment,2021-05-13,9999-12-31,True
573,EMP0260,Paolo Williams,paolo.williams@presight.ai,IT,Network Engineer,8017.0,0,Active,Initial appointment,2024-01-26,2025-06-04,False
574,EMP0260,Paolo Williams,paolo.williams@presight.ai,IT,Network Engineer,13003.0,0,Active,Project completion bonus integration,2025-06-04,9999-12-31,True
575,EMP0261,Hiroshi Sharma,hiroshi.sharma1@presight.ai,Legal,Compliance Analyst,17233.0,8,Active,Initial appointment,2017-05-22,2021-05-29,False
576,EMP0261,Hiroshi Sharma,hiroshi.sharma1@presight.ai,Legal,Compliance Analyst,30799.0,8,Active,Promoted following review,2021-05-29,9999-12-31,True
577,EMP0262,Ravi Bhatt,ravi.bhatt@presight.ai,Sales,Account Manager,21511.0,5,Active,Hire - Initial Appointment,2020-02-15,9999-12-31,True
578,EMP0263,Wei Bhatt,wei.bhatt@presight.ai,Sales,Sales Analyst,39557.0,24,Active,Initial appointment,2003-07-08,2023-01-19,False
579,EMP0263,Wei Bhatt,wei.bhatt@presight.ai,Sales,Sales Analyst,62533.0,24,Active,Annual performance increase,2023-01-19,9999-12-31,True
580,EMP0264,Eric Rivera,eric.rivera@presight.ai,Finance,Data Analyst,16891.0,1,Active,Hire - Initial Appointment,2024-05-23,9999-12-31,True
581,EMP0265,Abdulla Al Marri,abdulla.al.marri@presight.ai,Data Science,Senior Data Analyst,11709.0,6,Active,Initial appointment,2021-01-29,2024-08-31,False
582,EMP0265,Abdulla Al Marri,abdulla.al.marri@presight.ai,Data Science,Senior Data Analyst,19183.0,6,Active,Market correction adjustment,2024-08-31,9999-12-31,True
583,EMP0266,Pooja Murthy,pooja.murthy@presight.ai,IT,Data Engineer,8277.0,2,Active,Initial appointment,2024-01-15,2025-02-26,False
584,EMP0266,Pooja Murthy,pooja.murthy@presight.ai,IT,Data Engineer,14605.0,2,Active,Cost of living adjustment,2025-02-26,9999-12-31,True
585,EMP0267,Priya Chen,priya.chen2@presight.ai,Digital,Product Manager,21017.0,2,Inactive,Hire - Initial Appointment,2023-01-29,9999-12-31,True
586,EMP0268,Layla Saleh,layla.saleh@presight.ai,Operations,Supply Chain Analyst,27907.0,10,Active,Hire - Initial Appointment,2015-01-14,9999-12-31,True
587,EMP0269,Wei Murthy,wei.murthy1@presight.ai,Data Science,BI Specialist,12888.0,6,Active,Initial appointment,2019-06-23,2023-05-20,False
588,EMP0269,Wei Murthy,wei.murthy1@presight.ai,Data Science,BI Specialist,20240.0,6,Active,Project completion bonus integration,2023-05-20,9999-12-31,True
589,EMP0270,Sanjay Menon,sanjay.menon@presight.ai,Digital,Product Manager,20313.0,10,Active,Initial appointment,2015-04-02,2024-05-16,False
590,EMP0270,Sanjay Menon,sanjay.menon@presight.ai,Digital,Product Manager,34207.0,10,Active,Cost of living adjustment,2024-05-16,9999-12-31,True
591,EMP0271,Ahmed Rahman,ahmed.rahman@presight.ai,Marketing,Marketing Analyst,18491.0,6,Active,Hire - Initial Appointment,2020-04-24,9999-12-31,True
592,EMP0272,Salim Al Mazrouei,salim.al.mazrouei@presight.ai,HR,HR Analyst,52907.0,25,Active,Hire - Initial Appointment,2002-06-26,9999-12-31,True
593,EMP0273,Aakash Desai,aakash.desai@presight.ai,Data Science,Data Analyst,31323.0,12,Active,Hire - Initial Appointment,2015-08-05,9999-12-31,True
594,EMP0274,Mira Al Hashimi,mira.al.hashimi@presight.ai,Digital,Senior Data Engineer,35665.0,8,Inactive,Hire - Initial Appointment,2017-08-21,9999-12-31,True
595,EMP0275,Fatima Al Hashimi,fatima.al.hashimi1@presight.ai,Data Science,ML Engineer,12024.0,2,Active,Initial appointment,2024-02-17,2024-11-14,False
596,EMP0275,Fatima Al Hashimi,fatima.al.hashimi1@presight.ai,Data Science,ML Engineer,14205.0,2,Active,Project completion bonus integration,2024-11-14,2025-02-16,False
597,EMP0275,Fatima Al Hashimi,fatima.al.hashimi1@presight.ai,Data Science,ML Engineer,18318.0,2,Active,Annual performance increase,2025-02-16,9999-12-31,True
598,EMP0276,Mohammed Yousef,mohammed.yousef@presight.ai,Sales,Account Manager,7994.0,0,Active,Initial appointment,2024-06-18,2025-02-15,False
599,EMP0276,Mohammed Yousef,mohammed.yousef@presight.ai,Sales,Account Manager,8504.0,0,Active,Market correction adjustment,2025-02-15,2025-04-07,False
600,EMP0276,Mohammed Yousef,mohammed.yousef@presight.ai,Sales,Account Manager,10148.0,0,Active,Promoted following review,2025-04-07,2025-05-26,False
601,EMP0276,Mohammed Yousef,mohammed.yousef@presight.ai,Sales,Account Manager,10683.0,0,Active,Promoted following review,2025-05-26,2025-06-12,False
602,EMP0276,Mohammed Yousef,mohammed.yousef@presight.ai,Sales,Account Manager,13286.0,0,Active,Promoted following review,2025-06-12,9999-12-31,True
603,EMP0277,Arun Patel,arun.patel@presight.ai,Finance,Data Analyst,16477.0,6,Active,Initial appointment,2019-07-22,2021-02-24,False
604,EMP0277,Arun Patel,arun.patel@presight.ai,Finance,Data Analyst,17441.0,6,Active,Retention adjustment,2021-02-24,2022-11-30,False
605,EMP0277,Arun Patel,arun.patel@presight.ai,Finance,Data Analyst,28891.0,6,Active,Annual performance increase,2022-11-30,9999-12-31,True
606,EMP0278,Ahmed Yousef,ahmed.yousef1@presight.ai,Data Science,BI Specialist,13359.0,6,Active,Initial appointment,2020-04-13,2022-01-07,False
607,EMP0278,Ahmed Yousef,ahmed.yousef1@presight.ai,Data Science,BI Specialist,15025.0,6,Active,Promoted following review,2022-01-07,2022-04-20,False
608,EMP0278,Ahmed Yousef,ahmed.yousef1@presight.ai,Data Science,BI Specialist,17425.0,6,Active,Retention adjustment,2022-04-20,2022-12-13,False
609,EMP0278,Ahmed Yousef,ahmed.yousef1@presight.ai,Data Science,BI Specialist,22120.0,6,Active,Market correction adjustment,2022-12-13,9999-12-31,True
610,EMP0279,Hamad Hamdan,hamad.hamdan@presight.ai,Data Science,ML Engineer,20857.0,5,Active,Hire - Initial Appointment,2022-05-16,9999-12-31,True
611,EMP0280,Mira Al Zaabi,mira.al.zaabi@presight.ai,IT,Network Engineer,20602.0,5,Active,Hire - Initial Appointment,2021-04-26,9999-12-31,True
612,EMP0281,Anika Joshi,anika.joshi@presight.ai,Sales,Account Manager,12898.0,6,Active,Initial appointment,2019-02-02,2021-05-30,False
613,EMP0281,Anika Joshi,anika.joshi@presight.ai,Sales,Account Manager,13773.0,6,Active,Project completion bonus integration,2021-05-30,2022-11-22,False
614,EMP0281,Anika Joshi,anika.joshi@presight.ai,Sales,Account Manager,15550.0,6,Active,Promoted following review,2022-11-22,2023-05-08,False
615,EMP0281,Anika Joshi,anika.joshi@presight.ai,Sales,Account Manager,17638.0,6,Active,Promoted following review,2023-05-08,2024-09-04,False
616,EMP0281,Anika Joshi,anika.joshi@presight.ai,Sales,Account Manager,23196.0,6,Active,Cost of living adjustment,2024-09-04,9999-12-31,True
617,EMP0282,Aaliyah Saeed,aaliyah.saeed@presight.ai,Operations,Operations Analyst,15157.0,2,Active,Initial appointment,2024-09-21,2025-04-14,False
618,EMP0282,Aaliyah Saeed,aaliyah.saeed@presight.ai,Operations,Operations Analyst,16900.0,2,Active,Annual performance increase,2025-04-14,2025-06-01,False
619,EMP0282,Aaliyah Saeed,aaliyah.saeed@presight.ai,Operations,Operations Analyst,19760.0,2,Active,Promoted following review,2025-06-01,2025-06-02,False
620,EMP0282,Aaliyah Saeed,aaliyah.saeed@presight.ai,Operations,Operations Analyst,20234.0,2,Active,Promoted following review,2025-06-02,9999-12-31,True
621,EMP0283,Maryam Al Marri,maryam.al.marri@presight.ai,IT,Cloud Architect,54134.0,12,Active,Hire - Initial Appointment,2014-02-12,9999-12-31,True
622,EMP0284,Ravi Desai,ravi.desai@presight.ai,HR,HR Analyst,27125.0,14,Active,Initial appointment,2013-07-25,2024-03-02,False
623,EMP0284,Ravi Desai,ravi.desai@presight.ai,HR,HR Analyst,39425.0,14,Active,Retention adjustment,2024-03-02,9999-12-31,True
624,EMP0285,Ahmed Rahman,ahmed.rahman1@presight.ai,Marketing,Brand Manager,18657.0,11,Active,Initial appointment,2014-03-19,2021-01-23,False
625,EMP0285,Ahmed Rahman,ahmed.rahman1@presight.ai,Marketing,Brand Manager,26843.0,11,Active,Promoted following review,2021-01-23,9999-12-31,True
626,EMP0286,Sophie Rossi,sophie.rossi@presight.ai,Data Science,BI Developer,22047.0,10,Active,Initial appointment,2016-05-17,2018-08-30,False
627,EMP0286,Sophie Rossi,sophie.rossi@presight.ai,Data Science,BI Developer,24513.0,10,Active,Retention adjustment,2018-08-30,2021-10-28,False
628,EMP0286,Sophie Rossi,sophie.rossi@presight.ai,Data Science,BI Developer,33775.0,10,Active,Annual performance increase,2021-10-28,9999-12-31,True
629,EMP0287,Khalid Al Rumaithi,khalid.al.rumaithi1@presight.ai,Legal,Legal Analyst,7849.0,3,Active,Initial appointment,2023-05-02,2024-11-15,False
630,EMP0287,Khalid Al Rumaithi,khalid.al.rumaithi1@presight.ai,Legal,Legal Analyst,8529.0,3,Active,Promoted following review,2024-11-15,2024-11-26,False
631,EMP0287,Khalid Al Rumaithi,khalid.al.rumaithi1@presight.ai,Legal,Legal Analyst,12317.0,3,Active,Retention adjustment,2024-11-26,9999-12-31,True
632,EMP0288,Anjali Mehta,anjali.mehta1@presight.ai,Finance,Finance Director,16400.0,2,Active,Initial appointment,2023-03-10,2024-02-28,False
633,EMP0288,Anjali Mehta,anjali.mehta1@presight.ai,Finance,Finance Director,22703.0,2,Active,Market correction adjustment,2024-02-28,9999-12-31,True
634,EMP0289,Arjun Tanaka,arjun.tanaka@presight.ai,Marketing,Marketing Analyst,22822.0,8,Active,Initial appointment,2018-09-07,2020-07-30,False
635,EMP0289,Arjun Tanaka,arjun.tanaka@presight.ai,Marketing,Marketing Analyst,32237.0,8,Active,Cost of living adjustment,2020-07-30,9999-12-31,True
636,EMP0290,Adam Al Khaja,adam.al.khaja1@presight.ai,Finance,Finance Director,15688.0,5,Active,Initial appointment,2020-04-09,2021-02-27,False
637,EMP0290,Adam Al Khaja,adam.al.khaja1@presight.ai,Finance,Finance Director,18413.0,5,Active,Cost of living adjustment,2021-02-27,2023-03-20,False
638,EMP0290,Adam Al Khaja,adam.al.khaja1@presight.ai,Finance,Finance Director,19785.0,5,Active,Promoted following review,2023-03-20,2023-08-06,False
639,EMP0290,Adam Al Khaja,adam.al.khaja1@presight.ai,Finance,Finance Director,20819.0,5,Active,Market correction adjustment,2023-08-06,2024-08-02,False
640,EMP0290,Adam Al Khaja,adam.al.khaja1@presight.ai,Finance,Finance Director,27222.0,5,Active,Cost of living adjustment,2024-08-02,9999-12-31,True
641,EMP0291,Salma Rahman,salma.rahman@presight.ai,Operations,Supply Chain Analyst,12478.0,5,Active,Initial appointment,2022-03-05,2023-11-17,False
642,EMP0291,Salma Rahman,salma.rahman@presight.ai,Operations,Supply Chain Analyst,14553.0,5,Active,Cost of living adjustment,2023-11-17,2024-04-30,False
643,EMP0291,Salma Rahman,salma.rahman@presight.ai,Operations,Supply Chain Analyst,21137.0,5,Active,Annual performance increase,2024-04-30,9999-12-31,True
644,EMP0292,Rohan Nambiar,rohan.nambiar@presight.ai,Marketing,Brand Manager,19249.0,9,Active,Initial appointment,2018-02-17,2025-04-04,False
645,EMP0292,Rohan Nambiar,rohan.nambiar@presight.ai,Marketing,Brand Manager,27679.0,9,Active,Market correction adjustment,2025-04-04,9999-12-31,True
646,EMP0293,Deepak Bhatt,deepak.bhatt@presight.ai,Sales,Sales Analyst,19204.0,5,Active,Hire - Initial Appointment,2022-01-11,9999-12-31,True
647,EMP0294,Bilal Najjar,bilal.najjar1@presight.ai,IT,DevOps Engineer,19097.0,9,Active,Initial appointment,2018-06-07,2019-05-25,False
648,EMP0294,Bilal Najjar,bilal.najjar1@presight.ai,IT,DevOps Engineer,21409.0,9,Active,Promoted following review,2019-05-25,2024-02-15,False
649,EMP0294,Bilal Najjar,bilal.najjar1@presight.ai,IT,DevOps Engineer,24452.0,9,Active,Market correction adjustment,2024-02-15,2025-02-26,False
650,EMP0294,Bilal Najjar,bilal.najjar1@presight.ai,IT,DevOps Engineer,27412.0,9,Active,Promoted following review,2025-02-26,2025-03-27,False
651,EMP0294,Bilal Najjar,bilal.najjar1@presight.ai,IT,DevOps Engineer,28666.0,9,Active,Project completion bonus integration,2025-03-27,9999-12-31,True
652,EMP0295,Mira Al Zaabi,mira.al.zaabi1@presight.ai,Digital,Content Strategist,19475.0,6,Active,Hire - Initial Appointment,2021-07-23,9999-12-31,True
653,EMP0296,Aakash Patel,aakash.patel@presight.ai,Sales,Account Manager,21106.0,6,Active,Initial appointment,2020-02-03,2023-06-30,False
654,EMP0296,Aakash Patel,aakash.patel@presight.ai,Sales,Account Manager,29890.0,6,Active,Market correction adjustment,2023-06-30,9999-12-31,True
655,EMP0297,Arjun Menon,arjun.menon@presight.ai,Procurement,Vendor Manager,41086.0,10,Active,Hire - Initial Appointment,2017-05-05,9999-12-31,True
656,EMP0298,Raj Mehta,raj.mehta@presight.ai,Sales,Sales Analyst,10232.0,2,Inactive,Initial appointment,2024-08-02,2025-02-06,False
657,EMP0298,Raj Mehta,raj.mehta@presight.ai,Sales,Sales Analyst,12156.0,2,Inactive,Retention adjustment,2025-02-06,2025-03-31,False
658,EMP0298,Raj Mehta,raj.mehta@presight.ai,Sales,Sales Analyst,16074.0,2,Inactive,Project completion bonus integration,2025-03-31,9999-12-31,True
659,EMP0299,Priya Chen,priya.chen3@presight.ai,HR,HR Analyst,33759.0,12,Active,Hire - Initial Appointment,2015-07-05,9999-12-31,True
660,EMP0300,Lin Pillai,lin.pillai@presight.ai,Finance,Budget Analyst,14118.0,1,Active,Hire - Initial Appointment,2024-06-20,9999-12-31,True
661,EMP0301,Nikhil Tanaka,nikhil.tanaka@presight.ai,HR,Lead Data Engineer,11222.0,5,Active,Initial appointment,2020-08-29,2021-10-12,False
662,EMP0301,Nikhil Tanaka,nikhil.tanaka@presight.ai,HR,Lead Data Engineer,12718.0,5,Active,Retention adjustment,2021-10-12,2022-11-12,False
663,EMP0301,Nikhil Tanaka,nikhil.tanaka@presight.ai,HR,Lead Data Engineer,14439.0,5,Active,Retention adjustment,2022-11-12,2025-04-25,False
664,EMP0301,Nikhil Tanaka,nikhil.tanaka@presight.ai,HR,Lead Data Engineer,19408.0,5,Active,Promoted following review,2025-04-25,9999-12-31,True
665,EMP0302,Camille Pillai,camille.pillai@presight.ai,Operations,Senior Data Engineer,20126.0,6,Active,Hire - Initial Appointment,2020-07-31,9999-12-31,True
666,EMP0303,Eric Rivera,eric.rivera1@presight.ai,Marketing,Brand Manager,27279.0,13,Active,Initial appointment,2014-04-05,2015-02-12,False
667,EMP0303,Eric Rivera,eric.rivera1@presight.ai,Marketing,Brand Manager,29240.0,13,Active,Retention adjustment,2015-02-12,2017-09-10,False
668,EMP0303,Eric Rivera,eric.rivera1@presight.ai,Marketing,Brand Manager,31751.0,13,Active,Project completion bonus integration,2017-09-10,2018-02-07,False
669,EMP0303,Eric Rivera,eric.rivera1@presight.ai,Marketing,Brand Manager,34934.0,13,Active,Cost of living adjustment,2018-02-07,2020-06-09,False
670,EMP0303,Eric Rivera,eric.rivera1@presight.ai,Marketing,Brand Manager,40346.0,13,Active,Retention adjustment,2020-06-09,9999-12-31,True
671,EMP0304,Eric Smith,eric.smith@presight.ai,Engineering,Lead Data Engineer,8208.0,1,Active,Initial appointment,2024-03-22,2024-09-27,False
672,EMP0304,Eric Smith,eric.smith@presight.ai,Engineering,Lead Data Engineer,9276.0,1,Active,Cost of living adjustment,2024-09-27,2025-02-25,False
673,EMP0304,Eric Smith,eric.smith@presight.ai,Engineering,Lead Data Engineer,10175.0,1,Active,Retention adjustment,2025-02-25,2025-05-09,False
674,EMP0304,Eric Smith,eric.smith@presight.ai,Engineering,Lead Data Engineer,13715.0,1,Active,Project completion bonus integration,2025-05-09,9999-12-31,True
675,EMP0305,Eman Najjar,eman.najjar@presight.ai,Legal,Legal Analyst,20140.0,2,Inactive,Hire - Initial Appointment,2023-04-13,9999-12-31,True
676,EMP0306,Omar Al Mansoori,omar.al.mansoori@presight.ai,Sales,Sales Analyst,13853.0,2,Active,Hire - Initial Appointment,2024-03-07,9999-12-31,True
677,EMP0307,Khalifa Al Shamsi,khalifa.al.shamsi@presight.ai,Finance,Finance Manager,14658.0,6,Active,Initial appointment,2020-08-11,2022-11-16,False
678,EMP0307,Khalifa Al Shamsi,khalifa.al.shamsi@presight.ai,Finance,Finance Manager,15857.0,6,Active,Cost of living adjustment,2022-11-16,2024-06-17,False
679,EMP0307,Khalifa Al Shamsi,khalifa.al.shamsi@presight.ai,Finance,Finance Manager,21885.0,6,Active,Promoted following review,2024-06-17,9999-12-31,True
680,EMP0308,Anna Williams,anna.williams@presight.ai,Operations,Supply Chain Analyst,9069.0,1,Active,Initial appointment,2024-03-08,2024-11-29,False
681,EMP0308,Anna Williams,anna.williams@presight.ai,Operations,Supply Chain Analyst,12156.0,1,Active,Project completion bonus integration,2024-11-29,9999-12-31,True
682,EMP0309,Salma Rahman,salma.rahman1@presight.ai,Sales,Account Manager,35491.0,9,Active,Hire - Initial Appointment,2018-01-26,9999-12-31,True
683,EMP0310,Anjali Iyer,anjali.iyer@presight.ai,Procurement,Vendor Manager,15115.0,0,Active,Hire - Initial Appointment,2024-05-09,9999-12-31,True
684,EMP0311,Anjali Kapoor,anjali.kapoor@presight.ai,Legal,Legal Analyst,24328.0,7,Active,Initial appointment,2019-02-24,2024-06-27,False
685,EMP0311,Anjali Kapoor,anjali.kapoor@presight.ai,Legal,Legal Analyst,26267.0,7,Active,Market correction adjustment,2024-06-27,2024-11-03,False
686,EMP0311,Anjali Kapoor,anjali.kapoor@presight.ai,Legal,Legal Analyst,35203.0,7,Active,Annual performance increase,2024-11-03,9999-12-31,True
687,EMP0312,Saif Hamdan,saif.hamdan@presight.ai,Operations,Supply Chain Analyst,18561.0,8,Active,Initial appointment,2018-07-30,2020-06-14,False
688,EMP0312,Saif Hamdan,saif.hamdan@presight.ai,Operations,Supply Chain Analyst,33571.0,8,Active,Project completion bonus integration,2020-06-14,9999-12-31,True
689,EMP0313,Inga Hernandez,inga.hernandez1@presight.ai,Operations,Senior Data Engineer,12729.0,0,Active,Hire - Initial Appointment,2024-09-09,9999-12-31,True
690,EMP0314,Saif Al Rumaithi,saif.al.rumaithi1@presight.ai,Sales,Account Manager,10728.0,5,Active,Initial appointment,2020-02-22,2021-10-17,False
691,EMP0314,Saif Al Rumaithi,saif.al.rumaithi1@presight.ai,Sales,Account Manager,11886.0,5,Active,Project completion bonus integration,2021-10-17,2022-02-14,False
692,EMP0314,Saif Al Rumaithi,saif.al.rumaithi1@presight.ai,Sales,Account Manager,12857.0,5,Active,Cost of living adjustment,2022-02-14,2022-09-26,False
693,EMP0314,Saif Al Rumaithi,saif.al.rumaithi1@presight.ai,Sales,Account Manager,19163.0,5,Active,Annual performance increase,2022-09-26,9999-12-31,True
694,EMP0315,Hanan Yousef,hanan.yousef@presight.ai,Procurement,Procurement Analyst,8931.0,1,Active,Initial appointment,2024-03-28,2025-04-23,False
695,EMP0315,Hanan Yousef,hanan.yousef@presight.ai,Procurement,Procurement Analyst,12079.0,1,Active,Annual performance increase,2025-04-23,9999-12-31,True
696,EMP0316,Arun Joshi,arun.joshi@presight.ai,HR,HR Analyst,15826.0,11,Active,Initial appointment,2015-08-24,2024-02-21,False
697,EMP0316,Arun Joshi,arun.joshi@presight.ai,HR,HR Analyst,18974.0,11,Active,Annual performance increase,2024-02-21,2024-11-08,False
698,EMP0316,Arun Joshi,arun.joshi@presight.ai,HR,HR Analyst,26865.0,11,Active,Retention adjustment,2024-11-08,9999-12-31,True
699,EMP0317,Nadia Najjar,nadia.najjar@presight.ai,IT,DevOps Engineer,13305.0,0,Active,Hire - Initial Appointment,2024-09-04,9999-12-31,True
700,EMP0318,Yasmin Saleh,yasmin.saleh@presight.ai,Engineering,Senior Data Engineer,31834.0,15,Active,Initial appointment,2010-08-02,2016-06-15,False
701,EMP0318,Yasmin Saleh,yasmin.saleh@presight.ai,Engineering,Senior Data Engineer,34660.0,15,Active,Promoted following review,2016-06-15,2017-10-12,False
702,EMP0318,Yasmin Saleh,yasmin.saleh@presight.ai,Engineering,Senior Data Engineer,39790.0,15,Active,Cost of living adjustment,2017-10-12,2020-07-23,False
703,EMP0318,Yasmin Saleh,yasmin.saleh@presight.ai,Engineering,Senior Data Engineer,45914.0,15,Active,Project completion bonus integration,2020-07-23,9999-12-31,True
704,EMP0319,Abdulla Farooq,abdulla.farooq1@presight.ai,HR,Lead Data Engineer,22739.0,6,Active,Hire - Initial Appointment,2019-08-11,9999-12-31,True
705,EMP0320,Meera Kapadia,meera.kapadia@presight.ai,IT,Data Engineer,35041.0,5,Active,Hire - Initial Appointment,2020-03-22,9999-12-31,True
706,EMP0321,Vikram Nambiar,vikram.nambiar@presight.ai,HR,Learning & Development,17412.0,6,Active,Hire - Initial Appointment,2019-07-14,9999-12-31,True
707,EMP0322,Maryam Al Khaja,maryam.al.khaja@presight.ai,Digital,UX Designer,12406.0,2,Active,Initial appointment,2023-07-26,2024-06-07,False
708,EMP0322,Maryam Al Khaja,maryam.al.khaja@presight.ai,Digital,UX Designer,21074.0,2,Active,Project completion bonus integration,2024-06-07,9999-12-31,True
709,EMP0323,Ravi Nair,ravi.nair@presight.ai,Sales,Sales Analyst,22362.0,5,Active,Hire - Initial Appointment,2021-07-06,9999-12-31,True
710,EMP0324,Aaliyah Rahman,aaliyah.rahman@presight.ai,Sales,Account Manager,12834.0,2,Active,Initial appointment,2024-04-23,2025-01-07,False
711,EMP0324,Aaliyah Rahman,aaliyah.rahman@presight.ai,Sales,Account Manager,13991.0,2,Active,Cost of living adjustment,2025-01-07,2025-05-23,False
712,EMP0324,Aaliyah Rahman,aaliyah.rahman@presight.ai,Sales,Account Manager,17934.0,2,Active,Project completion bonus integration,2025-05-23,9999-12-31,True
713,EMP0325,Nina Schmidt,nina.schmidt@presight.ai,Sustainability,Data Analyst,12135.0,3,Active,Initial appointment,2023-03-13,2024-03-23,False
714,EMP0325,Nina Schmidt,nina.schmidt@presight.ai,Sustainability,Data Analyst,14424.0,3,Active,Annual performance increase,2024-03-23,2024-06-02,False
715,EMP0325,Nina Schmidt,nina.schmidt@presight.ai,Sustainability,Data Analyst,16112.0,3,Active,Annual performance increase,2024-06-02,2025-01-01,False
716,EMP0325,Nina Schmidt,nina.schmidt@presight.ai,Sustainability,Data Analyst,16948.0,3,Active,Annual performance increase,2025-01-01,2025-04-08,False
717,EMP0325,Nina Schmidt,nina.schmidt@presight.ai,Sustainability,Data Analyst,17375.0,3,Active,Market correction adjustment,2025-04-08,9999-12-31,True
718,EMP0326,Omar Al Dhaheri,omar.al.dhaheri@presight.ai,Data Science,ML Engineer,41532.0,15,Active,Hire - Initial Appointment,2010-06-26,9999-12-31,True
719,EMP0327,Raj Kumar,raj.kumar@presight.ai,Data Science,ML Engineer,23166.0,7,Active,Initial appointment,2019-01-04,2024-07-08,False
720,EMP0327,Raj Kumar,raj.kumar@presight.ai,Data Science,ML Engineer,25818.0,7,Active,Annual performance increase,2024-07-08,2024-10-12,False
721,EMP0327,Raj Kumar,raj.kumar@presight.ai,Data Science,ML Engineer,32493.0,7,Active,Project completion bonus integration,2024-10-12,9999-12-31,True
722,EMP0328,Aaliyah Khoury,aaliyah.khoury@presight.ai,IT,Cloud Architect,20273.0,6,Active,Initial appointment,2020-06-14,2022-07-12,False
723,EMP0328,Aaliyah Khoury,aaliyah.khoury@presight.ai,IT,Cloud Architect,27103.0,6,Active,Annual performance increase,2022-07-12,9999-12-31,True
724,EMP0329,Kavya Bhatt,kavya.bhatt@presight.ai,Finance,Data Analyst,19409.0,5,Active,Hire - Initial Appointment,2020-03-12,9999-12-31,True
725,EMP0330,Hanan Rahman,hanan.rahman@presight.ai,Procurement,Procurement Analyst,41291.0,11,Active,Hire - Initial Appointment,2016-05-30,9999-12-31,True
726,EMP0331,Carlos Schmidt,carlos.schmidt@presight.ai,Sustainability,Sustainability Analyst,15911.0,10,Active,Initial appointment,2017-09-04,2020-12-19,False
727,EMP0331,Carlos Schmidt,carlos.schmidt@presight.ai,Sustainability,Sustainability Analyst,17773.0,10,Active,Retention adjustment,2020-12-19,2024-05-17,False
728,EMP0331,Carlos Schmidt,carlos.schmidt@presight.ai,Sustainability,Sustainability Analyst,26890.0,10,Active,Promoted following review,2024-05-17,9999-12-31,True
729,EMP0332,Aisha Yousef,aisha.yousef@presight.ai,Engineering,Data Engineer,20120.0,3,Active,Hire - Initial Appointment,2022-01-29,9999-12-31,True
730,EMP0333,Lara Laurent,lara.laurent@presight.ai,Engineering,Lead Data Engineer,28342.0,5,Active,Hire - Initial Appointment,2021-08-20,9999-12-31,True
731,EMP0334,Min Menon,min.menon@presight.ai,Sustainability,Sustainability Analyst,22676.0,2,Active,Hire - Initial Appointment,2024-07-17,9999-12-31,True
732,EMP0335,Rashid Al Mansoori,rashid.al.mansoori@presight.ai,Procurement,Vendor Manager,23799.0,3,Active,Hire - Initial Appointment,2024-07-07,9999-12-31,True
733,EMP0336,Omar Al Shamsi,omar.al.shamsi1@presight.ai,Digital,UX Designer,10088.0,1,Active,Initial appointment,2024-09-20,2025-03-21,False
734,EMP0336,Omar Al Shamsi,omar.al.shamsi1@presight.ai,Digital,UX Designer,13531.0,1,Active,Project completion bonus integration,2025-03-21,9999-12-31,True
735,EMP0337,Mateo Pillai,mateo.pillai@presight.ai,Marketing,Marketing Analyst,22297.0,12,Active,Initial appointment,2015-03-23,2020-01-12,False
